CDSCode,Short_CDS,NCESDist,NCESSchool,County,District,School,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,DOCType,SOCType,EdOpsName,EILName,GSoffered,GSserved,Virtual,Latitude,Longitude,LastUpdate
38684786040935,6040935,0634410,10388,San Francisco,San Francisco Unified,Edison Charter Academy,3531 22nd Street,3531 22nd St.,San Francisco,94114-3405,CA,(415) 970-3330,NA,www.edisoncharteracademy.com,1998-08-25,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.754937,-122.4262,2015-06-18
38684786040943,6040943,0634410,05604,San Francisco,San Francisco Unified,Taylor (Edward R.) Elementary,423 Burrows Street,423 Burrows St.,San Francisco,94134-1449,CA,(415) 330-1530,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.728,-122.40733,2015-08-18
38684786040950,6040950,0634410,05605,San Francisco,San Francisco Unified,El Dorado Elementary,70 Delta Street,70 Delta St.,San Francisco,94134-2145,CA,(415) 330-1537,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.719265,-122.40673,2015-06-18
38684786040968,6040968,0634410,05681,San Francisco,San Francisco Unified,Cobb (William L.) Elementary,2725 California Street,2725 California St.,San Francisco,94115-2513,CA,(415) 749-3505,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.788174,-122.43918,2016-08-25
38684786040984,6040984,0634410,05607,San Francisco,San Francisco Unified,Fairmount Elementary,65 Chenery Street,65 Chenery St.,San Francisco,94131-2706,CA,(415) 695-5669,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.740659,-122.42559,2015-06-18
38684786041008,6041008,0634410,05609,San Francisco,San Francisco Unified,Key (Francis Scott) Elementary,1530 43rd Avenue,1530 43rd Ave.,San Francisco,94122-2925,CA,(415) 759-2811,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.758154,-122.50249,2015-08-18
38684786041016,6041016,0634410,05611,San Francisco,San Francisco Unified,McCoppin (Frank) Elementary,651 Sixth Avenue,651 Sixth Ave.,San Francisco,94118-3804,CA,(415) 750-8475,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.776283,-122.46401,2015-06-18
38684786041040,6041040,0634410,05613,San Francisco,San Francisco Unified,Garfield Elementary,420 Filbert Street,420 Filbert St.,San Francisco,94133-3002,CA,(415) 291-7924,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.8018,-122.40673,2016-08-25
38684786041065,6041065,0634410,05614,San Francisco,San Francisco Unified,Peabody (George) Elementary,251 Sixth Avenue,251 Sixth Ave.,San Francisco,94118-2311,CA,(415) 750-8480,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.783947,-122.46456,2015-06-18
38684786041073,6041073,0634410,05618,San Francisco,San Francisco Unified,Glen Park Elementary,151 Lippard Avenue,151 Lippard Ave.,San Francisco,94131-3249,CA,(415) 469-4713,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.733107,-122.43608,2015-06-18
38684786041115,6041115,0634410,05620,San Francisco,San Francisco Unified,Grattan Elementary,165 Grattan Street,165 Grattan St.,San Francisco,94117-4208,CA,(415) 759-2815,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.763858,-122.45052,2016-08-25
38684786041123,6041123,0634410,05621,San Francisco,San Francisco Unified,Guadalupe Elementary,859 Prague Street,859 Prague St.,San Francisco,94112-4516,CA,(415) 469-4718,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.710438,-122.43441,2016-08-25
38684786041131,6041131,0634410,08967,San Francisco,San Francisco Unified,Yick Wo Elementary,2245 Jones Street,2245 Jones St.,San Francisco,94133-2207,CA,(415) 749-3540,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.801906,-122.4163,2016-08-25
38684786041149,6041149,0634410,05623,San Francisco,San Francisco Unified,Chavez (Cesar) Elementary,825 Shotwell Street,825 Shotwell St.,San Francisco,94110-3212,CA,(415) 695-5765,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.75488,-122.41541,2015-06-18
38684786041156,6041156,0634410,05625,San Francisco,San Francisco Unified,Hillcrest Elementary,810 Silver Avenue,810 Silver Ave.,San Francisco,94134-1012,CA,(415) 469-4722,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.729026,-122.41924,2015-06-18
38684786041206,6041206,0634410,05630,San Francisco,San Francisco Unified,Parker (Jean) Elementary,840 Broadway Street,840 Broadway St.,San Francisco,94133-4219,CA,(415) 291-7990,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.797323,-122.4111,2015-06-18
38684786041230,6041230,0634410,05631,San Francisco,San Francisco Unified,Jefferson Elementary,1725 Irving Street,1725 Irving St.,San Francisco,94122-1893,CA,(415) 759-2821,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.763555,-122.47635,2015-08-18
38684786041255,6041255,0634410,05633,San Francisco,San Francisco Unified,Muir (John) Elementary,380 Webster Street,380 Webster St.,San Francisco,94117-3512,CA,(415) 241-6335,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.773688,-122.42909,2015-08-18
38684786041271,6041271,0634410,05635,San Francisco,San Francisco Unified,Ortega (Jose) Elementary,400 Sargent Street,400 Sargent St.,San Francisco,94132-3152,CA,(415) 469-4726,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.716168,-122.46625,2016-08-25
38684786041289,6041289,0634410,05636,San Francisco,San Francisco Unified,Serra (Junipero) Elementary,625 Holly Park Circle,625 Holly Park Cir.,San Francisco,94110-5815,CA,(415) 695-5685,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.736733,-122.42113,2015-06-18
38684786041305,6041305,0634410,05637,San Francisco,San Francisco Unified,Lafayette Elementary,4545 Anza Street,4545 Anza St.,San Francisco,94121-2621,CA,(415) 750-8483,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.777608,-122.49688,2015-06-18
38684786041321,6041321,0634410,05638,San Francisco,San Francisco Unified,Lakeshore Alternative Elementary,220 Middlefield Drive,220 Middlefield Dr.,San Francisco,94132-1418,CA,(415) 759-2825,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.730603,-122.48615,2015-06-18
38684786041339,6041339,0634410,05639,San Francisco,San Francisco Unified,Lawton Alternative Elementary,1570 31st Avenue,1570 31st Ave.,San Francisco,94122-3104,CA,(415) 759-2832,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.757952,-122.48958,2016-08-24
38684786041347,6041347,0634410,05640,San Francisco,San Francisco Unified,Flynn (Leonard R.) Elementary,3125 Cesar Chavez Street,3125 Cesar Chavez St.,San Francisco,94110-4722,CA,(415) 695-5770,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.74819,-122.41203,2015-06-18
38684786041362,6041362,0634410,05641,San Francisco,San Francisco Unified,Longfellow Elementary,755 Morse Street,755 Morse St.,San Francisco,94112-4223,CA,(415) 469-4730,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.71046,-122.44769,2016-08-25
38684786041412,6041412,0634410,05646,San Francisco,San Francisco Unified,Marshall Elementary,1575 15th Street,1575 15th St.,San Francisco,94103-3639,CA,(415) 241-6280,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.766679,-122.41909,2015-06-18
38684786041420,6041420,0634410,05647,San Francisco,San Francisco Unified,McKinley Elementary,1025 14th Street,1025 14th St.,San Francisco,94114-1221,CA,(415) 241-6300,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.767229,-122.43659,2016-08-25
38684786041438,6041438,0634410,05648,San Francisco,San Francisco Unified,Miraloma Elementary,175 Omar Way,175 Omar Way,San Francisco,94127-1701,CA,(415) 469-4734,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.739309,-122.45021,2016-08-25
38684786041446,6041446,0634410,05651,San Francisco,San Francisco Unified,Monroe Elementary,260 Madrid Street,260 Madrid St.,San Francisco,94112-2055,CA,(415) 469-4736,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.725224,-122.43012,2015-08-18
38684786041487,6041487,0634410,05654,San Francisco,San Francisco Unified,Revere (Paul) Elementary,555 Tompkins Avenue,555 Tompkins Ave.,San Francisco,94110-6144,CA,(415) 695-5656,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.737142,-122.41317,2016-08-24
38684786041503,6041503,0634410,05658,San Francisco,San Francisco Unified,Parks (Rosa) Elementary,1501 O'Farrell Street,1501 O'Farrell St.,San Francisco,94115-3762,CA,(415) 749-3519,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.783681,-122.42945,2015-06-18
38684786041511,6041511,0634410,05659,San Francisco,San Francisco Unified,Redding Elementary,1421 Pine Street,1421 Pine St.,San Francisco,94109-4719,CA,(415) 749-3525,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.789726,-122.41921,2015-06-18
38684786041529,6041529,0634410,05660,San Francisco,San Francisco Unified,Stevenson (Robert Louis) Elementary,2051 34th Avenue,2051 34th Ave.,San Francisco,94116-1109,CA,(415) 759-2837,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.748857,-122.4923,2015-08-18
38684786041545,6041545,0634410,05664,San Francisco,San Francisco Unified,Sanchez Elementary,325 Sanchez Street,325 Sanchez St.,San Francisco,94114-1615,CA,(415) 241-6380,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.763967,-122.43076,2016-08-25
38684786041560,6041560,0634410,05667,San Francisco,San Francisco Unified,Sheridan Elementary,431 Capitol Avenue,431 Capitol Ave.,San Francisco,94112-2934,CA,(415) 469-4743,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.714331,-122.45913,2015-06-18
38684786041578,6041578,0634410,05668,San Francisco,San Francisco Unified,Sherman Elementary,1651 Union Street,1651 Union St.,San Francisco,94123-4506,CA,(415) 749-3530,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.798273,-122.4262,2015-08-18
38684786041586,6041586,0634410,05669,San Francisco,San Francisco Unified,Malcolm X Academy,350 Harbor Road,350 Harbor Rd.,San Francisco,94124-2474,CA,(415) 695-5950,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.733734,-122.38061,2015-08-18
38684786041594,6041594,0634410,05670,San Francisco,San Francisco Unified,Spring Valley Elementary,1451 Jackson Street,1451 Jackson St.,San Francisco,94109-3115,CA,(415) 749-3535,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.794403,-122.41899,2015-08-18
38684786041602,6041602,0634410,05671,San Francisco,San Francisco Unified,King (Thomas Starr) Elementary,1215 Carolina Street,1215 Carolina St.,San Francisco,94107-3322,CA,(415) 695-5797,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.752765,-122.39935,2016-08-25
38684786041610,6041610,0634410,05672,San Francisco,San Francisco Unified,Sunnyside Elementary,250 Foerster Street,250 Foerster St.,San Francisco,94112-1341,CA,(415) 469-4746,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.730307,-122.44879,2015-06-18
38684786041644,6041644,0634410,05674,San Francisco,San Francisco Unified,Sutro Elementary,235 12th Avenue,235 12th Ave.,San Francisco,94118-2103,CA,(415) 750-8525,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.783932,-122.47102,2015-06-18
38684786041685,6041685,0634410,05676,San Francisco,San Francisco Unified,Ulloa Elementary,2650 42nd Avenue,2650 42nd Ave.,San Francisco,94116-2714,CA,(415) 759-2841,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.737302,-122.49995,2015-06-18
38684786041701,6041701,0634410,05677,San Francisco,San Francisco Unified,Visitacion Valley Elementary,55 Schwerin Street,55 Schwerin St.,San Francisco,94134-2742,CA,(415) 469-4796,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.71268,-122.41036,2015-08-18
38684786041727,6041727,0634410,05679,San Francisco,San Francisco Unified,West Portal Elementary,5 Lenox Way,5 Lenox Way,San Francisco,94127-1111,CA,(415) 759-2846,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.743572,-122.46468,2015-06-18
38684786059828,6059828,0634410,05580,San Francisco,San Francisco Unified,Giannini (A.P.) Middle,3151 Ortega Street,3151 Ortega St.,San Francisco,94122-4051,CA,(415) 759-2770,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.751425,-122.49702,2016-08-25
38684786059844,6059844,0634410,05610,San Francisco,San Francisco Unified,Francisco Middle,2190 Powell Street,2190 Powell St.,San Francisco,94133-1949,CA,(415) 291-7900,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.804816,-122.41168,2015-08-18
38684786059851,6059851,0634410,05624,San Francisco,San Francisco Unified,Hoover (Herbert) Middle,2290 14th Avenue,2290 14th Ave.,San Francisco,94116-1841,CA,(415) 759-2783,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.74535,-122.47031,2015-06-18
38684786059869,6059869,0634410,05628,San Francisco,San Francisco Unified,Denman (James) Middle,241 Oneida Avenue,241 Oneida Ave.,San Francisco,94112-3228,CA,(415) 469-4535,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.721993,-122.44331,2015-06-18
38684786059885,6059885,0634410,05655,San Francisco,San Francisco Unified,King Jr. (Martin Luther) Academic Middle,350 Girard Street,350 Girard St.,San Francisco,94134-1469,CA,(415) 330-1500,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.727948,-122.40491,2015-08-18
38684786059901,6059901,0634410,05662,San Francisco,San Francisco Unified,Roosevelt Middle,460 Arguello Boulevard,460 Arguello Blvd.,San Francisco,94118-2505,CA,(415) 750-8446,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.782249,-122.45895,2015-08-18
38684786059919,6059919,0634410,05678,San Francisco,San Francisco Unified,Visitacion Valley Middle,450 Raymond Avenue,450 Raymond Ave.,San Francisco,94134-2354,CA,(415) 469-4590,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.714773,-122.41249,2015-08-18
38684786062020,6062020,0634410,05585,San Francisco,San Francisco Unified,Aptos Middle,105 Aptos Avenue,105 Aptos Ave.,San Francisco,94127-2520,CA,(415) 469-4520,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.730234,-122.46623,2015-06-18
38684786062038,6062038,0634410,07842,San Francisco,San Francisco Unified,Everett Middle,450 Church Street,450 Church St.,San Francisco,94114-1721,CA,(415) 241-6344,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.763667,-122.42858,2015-06-18
38684786062046,6062046,0634410,05626,San Francisco,San Francisco Unified,Buena Vista/ Horace Mann K-8,3351 23rd Street,3351 23rd St.,San Francisco,94110-3031,CA,(415) 695-5881,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.753715,-122.41974,2015-09-28
38684786062053,6062053,0634410,05629,San Francisco,San Francisco Unified,Lick (James) Middle,1220 Noe Street,1220 Noe St.,San Francisco,94114-3714,CA,(415) 695-5675,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.749543,-122.43175,2015-06-18
38684786062061,6062061,0634410,05645,San Francisco,San Francisco Unified,Marina Middle,3500 Fillmore Street,3500 Fillmore St.,San Francisco,94123-2103,CA,(415) 749-3495,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.801671,-122.43636,2015-06-18
38684786062079,6062079,0634410,05657,San Francisco,San Francisco Unified,Presidio Middle,450 30th Avenue,450 30th Ave.,San Francisco,94121-1766,CA,(415) 750-8435,NA,NA,1980-07-01,NA,N,Unified School District,Intermediate/Middle Schools (Public),Traditional,Intermediate/Middle/Junior High,6-8,6-8,N,37.780831,-122.4901,2016-08-24
38684786089569,6089569,0634410,05596,San Francisco,San Francisco Unified,Chinese Education Center,657 Merchant Street,657 Merchant St.,San Francisco,94111-2505,CA,(415) 291-7918,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.794905,-122.40414,2015-06-18
38684786089585,6089585,0634410,05649,San Francisco,San Francisco Unified,Mission Education Center,1670 Noe Street,1670 Noe St.,San Francisco,94131-2357,CA,(415) 695-5313,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.742282,-122.43106,2016-08-25
38684786089775,6089775,0634410,05661,San Francisco,San Francisco Unified,Rooftop Elementary,443 Burnett Avenue,443 Burnett Ave.,San Francisco,94131-1330,CA,(415) 695-5692,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.754418,-122.44388,2016-08-24
38684786093488,6093488,0634410,05663,San Francisco,San Francisco Unified,San Francisco Community Alternative,125 Excelsior Avenue,125 Excelsior Ave.,San Francisco,94112-2041,CA,(415) 469-4739,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.725815,-122.43262,2016-08-24
38684786093496,6093496,0634410,05616,San Francisco,San Francisco Unified,Carver (George Washington) Elementary,1360 Oakdale Avenue,1360 Oakdale Ave.,San Francisco,94124-2724,CA,(415) 330-1540,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.732403,-122.38638,2015-08-18
38684786097919,6097919,0634410,05652,San Francisco,San Francisco Unified,New Traditions Elementary,2049 Grove Street,2049 Grove St.,San Francisco,94117-1123,CA,(415) 750-8490,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.77431,-122.45032,2015-08-18
38684786099154,6099154,0634410,05615,San Francisco,San Francisco Unified,Moscone (George R.) Elementary,2576 Harrison Street,2576 Harrison St.,San Francisco,94110-2720,CA,(415) 695-5736,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.756242,-122.4123,2015-06-18
38684786102479,6102479,0634410,07841,San Francisco,San Francisco Unified,Lilienthal (Claire) Elementary,3630 Divisadero Street,3630 Divisadero St.,San Francisco,94123-1411,CA,(415) 749-3516,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.803192,-122.4435,2016-08-25
38684786104673,6104673,0634410,08191,San Francisco,San Francisco Unified,Drew (Charles) College Preparatory Academy,50 Pomona Avenue,50 Pomona Ave.,San Francisco,94124-2344,CA,(415) 330-1526,NA,NA,1980-07-01,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.731779,-122.39355,2016-08-25
38684786112601,6112601,0634410,03982,San Francisco,San Francisco Unified,Creative Arts Charter,1601 Turk Street,1601 Turk St.,San Francisco,94115-4527,CA,(415) 749-3509,NA,www.creativeartscharter.org,1994-09-07,NA,Y,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.780029999999996,-122.43543,2016-08-04
38684786113245,6113245,0634410,05360,San Francisco,San Francisco Unified,Yu (Alice Fong) Elementary,1541 12th Avenue,1541 12th Ave.,San Francisco,94122-3503,CA,(415) 759-2764,NA,NA,1995-09-05,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,37.759405,-122.46931,2015-06-18
38684786113252,6113252,0634410,05369,San Francisco,San Francisco Unified,Chin (John Yehall) Elementary,350 Broadway Street,350 Broadway St.,San Francisco,94133-4503,CA,(415) 291-7946,NA,NA,1995-09-05,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.79831,-122.40317,2015-06-18
38684786113997,6113997,0634410,06556,San Francisco,San Francisco Unified,Sunset Elementary,1920 41st Avenue,1920 41st Ave.,San Francisco,94116-1101,CA,(415) 759-2760,NA,NA,1996-08-28,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.750743,-122.49979,2015-06-18
38684786115901,6115901,0634410,07732,San Francisco,San Francisco Unified,Tenderloin Community,627 Turk Street,627 Turk St.,San Francisco,94102-3212,CA,(415) 749-3567,NA,NA,1998-08-25,NA,N,Unified School District,Elementary Schools (Public),Traditional,Elementary,K-5,K-5,N,37.782061,-122.41979,2015-06-18
38745340000000,0000000,0600139,NA,San Francisco,San Francisco County ROP,NA,555 Franklin Street,555 Franklin St.,San Francisco,94102,CA,(415) 241-6121,NA,NA,NA,NA,NA,Regional Occupation Center/Program (ROC/P),NA,NA,NA,NA,NA,NA,37.779198,-122.42216,2016-01-31
38745343890019,3890019,0600139,11410,San Francisco,San Francisco County ROP,San Francisco County ROP,750 25th Avenue,750 25th Ave.,San Francisco,94121-3612,CA,(415) 379-7764,NA,NA,1980-07-01,NA,N,Regional Occupation Center/Program (ROC/P),ROC/ROP,NA,High School,10-12,NA,NA,37.775302,-122.48436,2015-03-24
38769190000000,0000000,0601433,NA,San Francisco,SBE - OnePurpose,NA,948 Hollister Avenue,948 Hollister Ave.,San Francisco,94124,CA,(415) 657-0277,NA,www.onepurposeschool.org,NA,NA,NA,State Board of Education,NA,NA,NA,NA,NA,NA,37.718332,-122.38988,2016-02-11
38769190132159,0132159,0601433,13938,San Francisco,SBE - OnePurpose,OnePurpose,948 Hollister Avenue,948 Hollister Ave.,San Francisco,94124-3710,CA,(415) 657-0277,NA,www.onepurposeschool.org,2015-08-18,NA,Y,State Board of Education,Elemen Schools In 1 School Dist. (Public),Traditional,Elementary,K-5,K-2,N,37.718332,-122.38988,2016-02-11
38769270000000,0000000,0601431,NA,San Francisco,SBE - The New School of San Francisco,NA,2277 Clay Street,2277 Clay St.,San Francisco,94115,CA,(415) 866-8399,NA,www.newschoolsf.org,NA,NA,NA,State Board of Education,NA,NA,NA,NA,NA,NA,37.760124,-122.41136,2017-03-17
38769270132183,0132183,0601431,13939,San Francisco,SBE - The New School of San Francisco,The New School of San Francisco,2929 19th Street,2929 19th St.,San Francisco,94110-2019,CA,(415) 401-8489,NA,www.newschoolsf.org,2015-08-17,NA,Y,State Board of Education,Elemen Schools In 1 School Dist. (Public),Traditional,Elementary,K-5,K-2,N,37.760124,-122.41136,2016-11-14
39103970000000,0000000,0691031,NA,San Joaquin,San Joaquin County Office of Education,NA,PO Box 213030,PO Box 213030,Stockton,95213-9030,CA,(209) 468-4800,NA,www.sjcoe.org,NA,NA,NA,County Office of Education (COE),NA,NA,NA,NA,NA,NA,37.905249,-121.23007,2015-06-23
39103970120717,0120717,0691031,12462,San Joaquin,San Joaquin County Office of Education,one.Charter,PO Box 213030,PO Box 213030,Stockton,95213-9030,CA,(209) 468-9079,NA,http://sjcoe.org/onecharter/,2010-08-17,NA,Y,County Office of Education (COE),County Community,County Community School,Elementary-High Combination,K-12,K-12,N,37.908382,-121.2326,2016-09-06
39103970121723,0121723,0691031,12662,San Joaquin,San Joaquin County Office of Education,San Joaquin Building Futures Academy,PO Box 213030,PO Box 213030,Stockton,95213-9030,CA,(209) 468-8140,NA,www.sjcoe.org/buildingfutures,2010-08-17,NA,Y,County Office of Education (COE),County Community,County Community School,High School,9-12,10-12,N,37.95475,-121.3433,2016-08-22
39103970127134,0127134,0691031,13146,San Joaquin,San Joaquin County Office of Education,River Islands Technology Academy II,1175 Marina Drive,1175 Marina Dr.,Lathrop,95330-8543,CA,(209) 229-4700,NA,www.riverislandsacademy.net,2013-08-14,NA,Y,County Office of Education (COE),Elementary Schools (Public),Traditional,Elementary,K-8,K-8,N,34.096982,-118.16947,2016-07-01
39103973930195,3930195,0691031,07355,San Joaquin,San Joaquin County Office of Education,"John F. Cruikshank, Jr.",PO Box 213030,PO Box 213030,Stockton,95213-9030,CA,(209) 468-4847,NA,www.sjcoe.org/cosp,1998-04-21,NA,N,County Office of Education (COE),Juvenile Court Schools,Juvenile Court School,High School,K-12,7-12,N,37.908333,-121.23275,2016-08-26
39103973930468,3930468,0691031,10650,San Joaquin,San Joaquin County Office of Education,San Joaquin County Community,PO Box 213030,PO Box 213030,Stockton,95213-9030,CA,(209) 468-4847,NA,www.sjcoe.org/cosp,1991-07-01,NA,N,County Office of Education (COE),County Community,County Community School,Elementary-High Combination,K-12,1-12,N,37.908333,-121.23275,2016-08-23
39103973930476,3930476,0691031,10651,San Joaquin,San Joaquin County Office of Education,Venture Academy,PO Box 213030,PO Box 213030,Stockton,95213-9030,CA,(209) 468-5940,NA,www.ventureacademyca.org/,2002-01-02,NA,Y,County Office of Education (COE),County Community,County Community School,Elementary-High Combination,K-12,K-12,N,37.907677,-121.23095000000001,2016-03-23
